ID,Category,Feature
32518109,CHEF,chef summary highly organized efficient fast paced multitasking environments able prioritize effectively accomplish objectives creativity enthusiasm humor experienced supervisor trainer able explain information clearly recognize excellence individuals inspire team members achieve potential working common goals experience chef company name city state prepared food items consistently compliance recipes portioning cooking waste control guidelines led shifts personally preparing food items executing requests based required specifications laborer company name city state loaded unloaded building materials used construction manually carried roofing materials ladders consistently assumed additional responsibilities worked extended hours meet project deadlines laborer crew manager company name city state handled scheduling crewman arrival times clients maintained safe work environment crewmen led crews four people partnered crews eight education training high school diploma general education new london high school city state management university wisconsin stout city state usa attended uw stout two years financial unable continue schooling mostly took general education classes computer science management courses computer support specialist fox valley technical college city state usa currently attend fox valley tech aim achieve associates degree start enrolled whole year point skills team player physically active going willingness learn shows initiative
26718039,CHEF,chef summary experienced catering chef skilled preparing large volumes food quickly efficiently highly skilled international cuisine seeking position restaurant call home experience chef may current company name city state manage daily kitchen operations including inventory purchasing scheduling ensure proper food handling methods observed assist kitchen staff producing food catering systematically control food quality costs develop new menu items enhance catering retail food service revenue productivity goals catering chef jun may company name city state effectively managed produced food catered events enforced appropriate work flow quality controls food quality conducted daily inventory ordering assisted catering staff setup delivery managed catering schedule logistics line cook jan jun company name city state set prep work food items prepared various daily lunch special items assisted producing food catered events conducted daily food inventory ordering skills delivery detail oriented english inventory inventory management logistics producing purchasing quality retail scheduling spanish work flow
23568731,CHEF,chef summary quality focused efficient cook preparing plating food high energy fast paced kitchens line cook years experience high pressure culinary environments skilled preparing large volumes food quickly efficiently seeking use culinary skills expertise prepare special variety dishes professional rewarding environment highlights servsafe certified focused disciplined high volume production capability well tuned palette focus portion cost control bilingual english spanish accomplishments successfully managed kitchen staff employees high volume dinner services diners night experience chef company name city state reduced food costs fifteen percent expertly estimating purchasing needs buying approved suppliers provided courteous informative customer service open kitchen format systematically tasted smelled prepared dishes observed color texture garnishes expertly estimated staffing needs adjusted hourly schedules accordance demand patterns budget local labor laws consistently kept clean safe environment adhering federal state local sanitation safety requirements ensured smooth kitchen operation overseeing daily product inventory purchasing receiving followed proper food handling methods maintained correct temperature food products established maintained open collaborative relationships kitchen team consistently produced exceptional menu items regularly garnered diners praise quickly courteously resolved guest problems complaints prepared healthy enjoyable breakfasts dinners diners conducted daily inspections maintained food sanitation kitchen equipment safety reports enforced appropriate work flow quality controls food quality temperature provided nutritious safe visually appealing innovative properly prepared flavored food set performed initial prep work food items soups sauces salads prepared shift placing clean cutting board utensil bath workstation consistently tasted smelled observed dishes ensure visually appealing prepared correctly displayed positive friendly attitude customers fellow team members diligently enforced proper sanitation practices prevent spoiling contamination foods prepared variety local seasonal specialties contributed boost sales summer months correctly safely operated kitchen equipment accordance set guidelines consistently verified kitchen staff followed recipes portioned serving guidelines correctly actively participated staff meetings operated effective management team leader identified opportunities increase revenue decrease kitchen expenses maximize departmental productivity compromising guest satisfaction built fostered team environment expert final plate preparation authentic presentation prep cook company name city state consistently kept clean safe environment adhering federal state local sanitation safety requirements followed proper food handling methods maintained correct temperature food products set performed initial prep work food items soups sauces salads prepared shift placing clean cutting board utensil bath workstation diligently enforced proper sanitation practices prevent spoiling contamination foods persistently strove continual improvement worked cooperatively team member correctly safely operated kitchen equipment accordance set guidelines cook company name city state provided courteous informative customer service open kitchen format systematically tasted smelled prepared dishes observed color texture garnishes consistently kept clean safe environment adhering federal state local sanitation safety requirements followed proper food handling methods maintained correct temperature food products established maintained open collaborative relationships kitchen team consistently produced exceptional menu items regularly garnered diners praise prepared healthy enjoyable lunches dinners diners provided nutritious safe visually appealing innovative properly prepared flavored food set performed initial prep work food items soups sauces salads prepared shift placing clean cutting board utensil bath workstation consistently tasted smelled observed dishes ensure visually appealing prepared correctly displayed positive friendly attitude customers fellow team members diligently enforced proper sanitation practices prevent spoiling contamination foods persistently strove continual improvement worked cooperatively team member correctly safely operated kitchen equipment accordance set guidelines expert final plate preparation authentic presentation cook company name city state season cook food according recipes personal judgment experience weigh measure mix ingredients according recipes personal judgment using various kitchen utensils equipment observe test foods determine cooked sufficiently using methods tasting smelling piercing utensils wash peel cut seed fruits vegetables prepare consumption substitute assist cooks emergencies rush periods prepare relishes hors oeuvres bake breads rolls cakes pastries bake roast broil steam meats fish vegetables foods turn stir foods ensure even cooking inspect clean food preparation areas equipment work surfaces serving areas ensure safe sanitary food handling practices ensure food stored cooked correct temperature regulating temperature ovens broilers grills roasters prep cook company name city state inspect clean food preparation areas equipment work surfaces serving areas ensure safe sanitary food handling practices portion arrange garnish food serve food waiters patrons wash peel cut seed fruits vegetables prepare consumption prepare relishes hors oeuvres cook company name city state inspect clean food preparation areas equipment work surfaces serving areas ensure safe sanitary food handling practices ensure food stored cooked correct temperature regulating temperature ovens broilers grills roasters turn stir foods ensure even cooking weigh measure mix ingredients according recipes personal judgment using various kitchen utensils equipment portion arrange garnish food serve food waiters patrons observe test foods determine cooked sufficiently using methods tasting smelling piercing utensils wash peel cut seed fruits vegetables prepare consumption substitute assist cooks emergencies rush periods education associate applied science culinary arts hudson county community college city state united states culinary arts learned basic advanced cooking techniques classes restaurant facility operations courses food preparation kitchen management patisserie confectionery international cuisine nutrition courses skills exceptional knife skills excellent communication skills working well team member
14663897,CHEF,chef credentials national registry food safety professionals certified food safety manager national registry food safety professionals test administrator proctor education training high school diploma jun newington high school city state summary passionate chef broad background various culinary styles positions natural leader excellent interpersonal communication skills ability get things done overcoming obstacles accomplishments voted best restaurant multiple best accolades experience chef oct current company name city state aspects independently operated hospital kitchen including staffing payroll menus inventory ordering p l employee training discipline cleaning equipment maintenance monitor p l food labor costs maximize budget minimize waste interview hire train new staff oversee dietetic techs work closely dietitians ensure specialized diets adhered well creating flavorful recipes enhance taste presentation adhering specific dietary needs handle cash deposits maintain statistical reports monitor trends account money reduced food costs expertly estimating purchasing needs buying approved suppliers provided courteous informative customer service open kitchen format systematically tasted smelled prepared dishes observed color texture garnishes expertly estimated staffing needs adjusted hourly schedules accordance demand patterns budget local labor laws implemented supported company initiatives programs effectively managed assisted kitchen staff producing food banquets catered events cafeteria areas ensured smooth kitchen operation overseeing daily product inventory purchasing receiving followed proper food handling methods maintained correct temperature food products established maintained open collaborative relationships kitchen team consistently produced exceptional menu items regularly garnered diners praise quickly courteously resolved guest problems complaints conducted daily inspections maintained food sanitation kitchen equipment safety reports regularly developed new recipes accordance consumer tastes nutritional needs budgetary considerations enforced appropriate work flow quality controls food quality temperature developed strategies enhance catering retail food service revenue productivity goals provided nutritious safe visually appealing innovative properly prepared flavored food consistently tasted smelled observed dishes ensure visually appealing prepared correctly displayed positive friendly attitude customers fellow team members diligently enforced proper sanitation practices prevent spoiling contamination foods consistently emphasized food quality specialized consistently verified kitchen staff followed recipes portioned serving guidelines correctly identified opportunities increase revenue decrease kitchen expenses maximize departmental productivity compromising guest satisfaction built fostered team environment techniques conduct staff meetings resolve service product personnel issues ensure federal state local safe food handling guidelines met inspect areas kitchen maintain clean sanitary environment scheduled monitored time plus employees increased cafeteria sales maintain sales creatively preparing new healthy entrees chef supervisor aug oct company name city state check quality raw cooked food products ensure standards met monitor sanitation practices ensure employees follow standards regulations check quantity quality received products order requisition food supplies needed ensure efficient operation checksupervise coordinate activities cooks workers engaged food preparation inspect supplies equipment work areas ensure conformance established standards determine food presented create decorative food displays instruct cooks workers preparation cooking garnishing presentation food collaborate personnel plan develop recipes menus taking account factors seasonal availability ingredients likely number customers prepare cook foods types either regular basis special guests functions demonstrate new cooking techniques equipment staff record production operational data specified forms preparing specialized menus children dietary needs requirements clean inspect galley equipment kitchen appliances work areas ensure cleanliness functional operation apportion serve food facility residents employees patrons cook foodstuffs according menus special dietary nutritional restrictions numbers portions served clean cut cook meat fish poultry compile maintain records food use expenditures direct activities one workers assist preparing serving meals bake breads rolls pastries train new employees take inventory supplies equipment plan menus varied nutritionally balanced appetizing taking advantage foods season local availability executive chef owner gm aug company name city state monitor compliance health fire regulations regarding food preparation serving building maintenance lodging dining facilities monitor food preparation methods portion sizes garnishing presentation food ensure food prepared presented acceptable manner count money make bank deposits investigate resolve complaints regarding food quality service accommodations coordinate assignments cooking personnel ensure economical use food timely preparation schedule receive food beverage deliveries checking delivery contents verify product quality quantity monitor budgets payroll records review financial transactions ensure expenditures authorized budgeted maintain food equipment inventories keep inventory records schedule staff hours assign duties establish standards personnel performance customer service perform food preparation service tasks cooking clearing tables serving food drinks necessary plan menus food utilization based anticipated number guests nutritional value palatability popularity costs keep records required government agencies regarding sanitation food subsidies appropriate test cooked food tasting smelling ensure palatability flavor conformity organize direct worker training programs resolve personnel problems hire new staff evaluate employee performance dining lodging facilities order purchase equipment supplies review work procedures operational problems determine ways improve service performance safety staffing needs recruit staff using methods newspaper advertisements attendance job fairs arrange equipment maintenance repairs coordinate variety services waste removal pest control record number type cost items sold determine items may unpopular less profitable review menus analyze recipes determine labor overhead costs assign prices menu items monitor employee patron activities ensure liquor regulations obeyed greet guests escort seats present menus wine lists schedule use facilities catering services events banquets receptions negotiate details arrangements clients estimate food liquor wine beverage consumption anticipate amounts purchased requisitioned create specialty dishes develop recipes used dining facilities establish enforce nutritional standards dining establishments based accepted industry standards take dining reservations check quality raw cooked food products ensure standards met monitor sanitation practices ensure employees follow standards regulations check quantity quality received products order requisition food supplies needed ensure efficient operation supervise coordinate activities cooks workers engaged food preparation inspect supplies equipment work areas ensure conformance established standards determine food presented create decorative food displays instruct cooks workers preparation cooking garnishing presentation food estimate amounts costs required supplies food ingredients collaborate personnel plan develop recipes menus taking account factors seasonal availability ingredients likely number customers analyze recipes assign prices menu items based food labor overhead costs prepare cook foods types either regular basis special guests functions determine production schedules staff requirements necessary ensure timely delivery services recruit hire staff cooks kitchen workers meet customers discuss menus special occasions weddings parties banquets demonstrate new cooking techniques equipment staff meet sales representatives negotiate prices order supplies arrange equipment purchases repairs record production operational data specified forms plan direct supervise food preparation cooking activities multiple kitchens restaurants establishment restaurant chain hospital hotel restaurant kitchen bar manager aug company name city state
21904897,CHEF,chef summary restaurant business years worked long term years quite establishments hardworking chef passion food years experience position back house preparing soups sauces breaking fish meat poultry things familiar experience current chef company name city state line chef high volume restaurant able cook plate lunches unassisted daily basis chef company name city state helped friends quiet time cooking line seasonal country club chef owner company name city state managed kitchen staff recruiting selecting hiring orienting training assigning scheduling supervising evaluating enforcing discipline necessary prepared foods including soups sauces strong commitment quality service cost control prepared food items consistently compliance recipes portioning cooking developed menus pricing special food offerings increase revenue customer satisfaction actively involved cost control sanitation menu development training recruitment private dining catering planned lunch dinner bar menus well special menus house properly labeled stored raw food ingredients including produce meat fish poultry dairy dry goods appropriate storage room walk refrigerator freezer cooler chef manager company name city state managed inventory cost control sanitation menu development training recruitment prepared soups sauces butchering skills utilized ordered food beverage premise scheduled back house staff led shifts personally preparing executing food items diners accepted deliveries kitchen front house able keep multiple tasks face paced environment knowledge health safety regulations required state vermont education high school diploma brentwood high school city state skills safe handling commercial food service equipment able follow recipes instructions guidelines meticulously attentive quality detail food preparations familiar pos data entry able calculate food cost familiar aspects back house experienced broiling braising saut grilling baking able multitask fast paced environment knowledge state health safety codes including labeling dating rotating able keep budget concerning labor food cost
23591247,CHEF,chef summary focused operations manager successful contract negotiation process improvement remains calm poised even high pressure situations leverages depth knowledge industry trends shifts offer valuable insights opportunities new growth expansion highlights strong creative vision management skills strong communication skills adaptable creative team player accurate money handling verbal written communication hard working inventory control sound judgment computer savvy calm pressure complex problem solving experience company name april current chef city state cooking prepping food guests daily inventory assignments providing friendly customer service accomplishments proactive team player able willing see problem end company name october august head cashier city state responsibilities provide customer service customers handling daily money counts also provide change cashier company name march december head cashier city state provide comfortable environment customers knowledge movies videos maintain inventory counts merchandise product daily cash counts education high school environmental studies high school diploma city state kingsborough community college liberal arts city state personal information dedicated customer service representative motivated maintain customer satisfaction contribute company success always eager learn achieve new goals overcome different tasks core strengths sharp problem solver active listening skills strong organizational skills energetic work attitude courteous demeanor adaptive team player willing relocate anywhere skills balance cashier cooking customer service delivery forklift operator inventory market microsoft excel microsoft word natural oil organization skills problem solving shipping team player video editing well organized visual effects adobe premiere
16594812,CHEF,chef professional summary obtain position environment offers challenge capability gain knowledge company given opportunity grow company chance progress career job obtained specific organization ability help company advance productively efficiently professional experience company name august september chef city state prepped food catered events weddings parties business luncheons set tables chairs banquet dining space executed banquet style plated lunches dinner company name october september chef assistant manager city state prep cook lunch service catered business lunches ceo museum manage daily sales reports train new personnel front back house track weekly food cost company name october october cook city state prep dinner service prep cook banquet parties clients line cook dinner service bake desserts restaurant banquet services company name april august cashier city state process customer transactions help customers apply sears credit cards process customer return merchandise sort fold put away unwanted merchandise education training grantham university online college present associates applied science medical billing coding applied science medical billing coding california culinary academy march certification baking pastry city state walla walla high school june high school diploma city state skills credit clients personnel sales reports tables
19831366,CHEF,executive chef summary obtain challenging position experience executive chef food handlers license utilized experience working multiple james beard winners alfred portale paul bartolotta core qualifications executive chef menu developing chef de cuisine schedule food labor executive sous chef inventory ordering sous chef microsoft excel word experience executive chef company name city state developed brunch lunch dinner event menus supervised coordinated participated cooking activities prep instructed cooking personnel fine points following recipes structured maintained accurate payroll scheduling food costing inventory ordering executive chef company name city state developed brunch dinner event menus supervised coordinated participated cooking activities prep instructed cooking personnel fine points following recipes structured maintained accurate payroll scheduling food costing inventory ordering head line cook company name city state carved cooked meats poultry game meats cleaned cut ground meats poultry game seafood particapated cooking prep cdc line cooks maintained clean safe work environment education training high school diploma liberal arts gibraltar high school state usa math reading science art social science liberal arts loyola university chicago city state usa art civilization language alliance francaise paris france skills art cooking costing inventory math payroll personnel reading scheduling structured
16804396,CHEF,main chef professional summary lead emergency department training officer nmh chicago core qualifications professional summary food service professional plus years restaurant experience adept foh boh operations demonstrated team leader excellent staff management skills highly proactive customer service specialist driven dedicated hardworking individual offering focused leadership operational knowledge service orientated inventory control record keeping dynamic friendly restaurant host natural leader food service background strong work ethic passion customer satisfaction conflict resolution techniques experience main chef company name city state responsible well security client staff site property led directed team members effective methods operations procedures maintained safe working guest environment reduce risk injury andaccidents carefully trained supervised staff promoted high levels excellent customer service daily insured accurate reports produced standards always met promoted positivity professionalism daily organized special events restaurant including receptions promotions andcorporate luncheons clearly promptly communicated pertinent information staff largereservations last minute menu changes interacted positively customers promoting restaurant facilities andservices correctly calculated inventory ordered appropriate supplies carefully trained new employees supervised staff back house dinningarea recognized formally acknowledged outstanding staff performance boostcompany morale productivity actively participated ongoing customer service programs build sales andrapport community promoted positive atmosphere went guarantee eachcustomer received exceptional food service led directed team members effective methods operations procedures maintained safe working guest environment reduce risk injury andaccidents quickly identified problem situations skillfully resolved incidents assistant general manager company name city state ensures high customer service kept steady promotes positive environment employee well customer responsible daily outcome restaurant ensures goals met timely respectable manner ensures proper documentation daily activities well miscellaneous expenses properly handled responsible interview hiring processes company promotes attitude employees drives successes follows proper protocol maintain safe orderly working environment provides helpful learning environment potential promotion main prep cook company name city state prepared food items consistently compliance recipes portioning cooking waste control guidelines verified proper portion sizes consistently attained high food quality standards instructed new staff proper food preparation food storage use kitchenequipment utensils sanitation safety issues actively involved cost control sanitation menu development training recruitment private dining catering regularly interacted guests obtain feedback product quality servicelevels achieved exceeded performance budget team goals maintained smooth timely operations preparation delivery meals andkitchen sanitation inspected kitchens observe food preparation quality service food appearanceand cleanliness production service areas properly labeled stored raw food ingredients including produce meat fish poultry dairy dry goods appropriate storage room walk refrigerator freezer cooler changed sanitized cutting boards benches surfaces beginning anew task avoid cross contamination cooked served food meals accordance planned menus diet plans recipes portions temperature control procedures facility policies practiced safe food handling procedures times education associate applied science emt paramedic malcolm x college chicago il emt paramedic paramedic emergency responder coursework hands courseworkin disaster emergency management emt certificate class series coursework human anatomy physiology skills conflict resolution cost control excellent customer service customer service specialist documentation inventory control leadership team leader safety fast learner goal driven microsoft office proficient
92122785,CHEF,banquet chef professional summary may concern please accept letter application position executive chef ambitious well rounded chef able lead front setting following delivering highest culinary standards possess passion excellence always strive hard im prove standards guest satisfaction goal executive chef provide club members experience exceeds expectations believe accomplished using highest quality food product keeping food budget assembling best possible culinary brigade meet members needs standardize recipes maintain consistency always demonstrate ex pected dish concerning portion size cooking techniques presentation management style fair firm friendly high expectations also consider proactive running kitchen delegate people according strengths rotate seasonally different stations help professional development increas ing flexibility kitchen staff train wait staff menu letting sample menu items listen feed back flexible special dietary requests members glad make adjustments health conscious members specific dietary needs visible members dinning room able receive feed back menu years pleasure working best chefs country enabled board knowledge different types cuisines keeping trends skills work history banquet chef sep current company name city state country club mirasol three time member prestigious group platinum clubs ameri ca certified audubon cooperative sanctuary recognized distinguished emerald club club industry publication boardroom magazine responsibilities banquets member functions theme events also working chef creating new exiting menus keep membership excited club events supervise team produces half food beverage revenue million executive sous chef aug sep company name city state club recognized platinum club one top private club communities united states club members three restaurants banquet facility food beverage sales million year contribute executive chef maintaining clubs platinum level status candle light inn catonsville maryland owner executive chef general manager jan jan company name candle light inn seat white table cloth restaurant features modern traditional cuisine staff employees coordinate planning budgeting purchasing food operations restaurant instruct cooks workers preparation cooking garnishing presentation food analyze recipes assign prices menu items based food labor overhead costs recruit hire staff including line chefs kitchen staff servers hostesses managers sous chef jan jan company name oversaw staff kitchen personnel maintained star menu dishes service plan direct supervise food preparation cooking activities multiple kitchens large hotel instruct cooks workers preparation cooking garnishing presentation food years pleasure working best chefs america played significant role development chef mentors include peter timmins cmc hartmunt handke cmc john johnstone cmc lawrence mcfadden cmc keith coughenour cec alex darvish cec richard rosendale cmc personal information meeting excellent opportunity detailed candid discussion benefits bring country club look forward hearing future discuss become integral part team warm regards marco lombardini education servsafe certified baltimore culinary college city state graduated honors restaurant hotel management greenbrier apprenticeship program white sulphur springs west virginia graduated gold medal cold food display silver medal hot food competition acf executive certified chef sous vide workshop teacher richard rosendale c c certified master chef prep class teacher richard rosendale c c skills acf budgeting c ca cooking features personnel platinum publication purchasing safety sales servers supervisory teacher additional information meeting excellent opportunity detailed candid discussion benefits bring country club look forward hearing future discuss become integral part team warm regards marco lombardini
27831220,CHEF,head chef summary chef energetic culinary professional blend creativity passion food exceptional cooking skills works well dynamic leader high pressure settings expert managing kitchen staff preparing foods reduced cost compromising quality taste beautiful presentation food institutional batch cooking strong attention safe food handling procedures extensive catering background highlights strong butchery skills contemporary sauce work high volume production capability focus portion cost control well tuned palette inventory management familiarity servsafe certified experience current head chef company name city state identify opportunities increase revenue decrease kitchen expenses maximize departmental productivity compromising guest satisfaction regularly develop new recipes accordance consumer tastes nutritional needs budgetary considerations consistently produce exceptional menu items regularly garnered diners praise ensure smooth kitchen operation overseeing daily product inventory purchasing receiving follow proper food handling methods maintained correct temperature food products executive chef director company name city state working chef charge food costing liquor charge food beverage ordering inventory controls planning person restaurant plus site pavilion hosting banquets weddings guests plated guests buffet also provide service gazebo snack bar directly charge training kitchen staff front house staff site frequently coordinate multiple parties various locations premises overlapping times working closely ownership lowering cost increasing profit training front house waitstaff bar selling responsible weddings site food related events year developed menus pricing special food offerings increase revenue customer satisfaction instructed new staff proper food preparation food storage use kitchen equipment utensils sanitation safety issues actively involved cost control sanitation menu development training recruitment private dining catering regularly interacted guests obtain feedback product quality service levels achieved exceeded performance budget team goals sous chef company name city state working chef charge labor food cost projections menu design training promotional ideas recipe design ordering quality control portion control person restaurant verified proper portion sizes consistently attained high food quality standards instructed new staff proper food preparation food storage use kitchen equipment utensils sanitation safety issues positively engaged customers offering menu information providing suggestions showing genuine appreciation business kitchen manager company name city state charge labor sales projections food costing administration inventory ordering active line cook prep cook necessary helped manage quality control actively participates corporate wide meetings enhance productivity restaurant enhanced maintained central standardized recipe ingredient repository including nutritional cost information inspected kitchens observe food preparation quality service food appearance cleanliness production service areas ensured staff understood expectations parameters kitchen goals daily kitchen work executive chef company name city state charge labor sales projections food costing administration scheduling inventory ordering took line responsibilities working chef necessary managed quality control included planningand execution special events banquets people house ensured staff understood expectations parameters kitchen goals daily kitchen work instructed new staff proper food preparation food storage use kitchen equipment utensils sanitation safety issues education march associate arts culinary florida culinary institute city state culinary arts honors culinary arts certificate skills arts budget cost control costing customer satisfaction special events inventory meetings pricing profit quality quality control quality control recruitment safety selling sales scheduling
13411858,CHEF,pampered chef summary organizing facilitating management team building training programs well staff customer appreciation activities created exceptional team camaraderie customer loyalty company growth winning recognized salesperson corporate trainer organized fun driven effective using efficient techniques sales training focusing needs team members corporation customer dependable resourceful approachable liked hands highlights years sales corporate training team building pampered chef berkshire hathaway company proficient organizing group events staff training activities clear objectives outcome goals experienced creating presenting training workshops groups product knowledge sales techniques customer service smart business practices team building featured consultant pampered chef nationwide training dvd enthusiastic approachable easy learn consistent excellence awards achiever top sales team production recruiting featured several corporate sponsored produce literature pieces sales training expert industry utilize creative training techniques business games create fun learning centered environment live cooking shows workshop presentations selected made available corporate website online training center committee served consultant awards incentives committee product development committee recipe advisory committee experience current pampered chef city state continually successfully organize coordinate regional customer appreciation employee training events develop training materials help team members maintain improve business practices job skills regularly train team members person virtually become marketing selling recruiting product line expert extensive experience training employee one one groups organize thoughts logically explain concepts clearly clear focus well spoken demeanor attracts participation group proven track record training well received ultimately income producing company generous team individual praise recognize company wants see repeated leader practice feel mastered creating team camaraderie positive work culture something excel always leads company loyalty increased production chief concierge team leader company name city state goal concierge create positive service oriented classy fun environment guests room property goal make sure guest felt right home home important solution guest request challenge perceived truly easy make happen encouraged team bring wow factor life ideally hear guest reply wow heard request completed truly entertaining outside box thinking creative solution seeking job founder public relations lead instructor company name city state raised entrepreneurial family opened dance tumbling school researched prime location options formulated vision successful business plan implemented thirty students quickly skyrocketed hundreds youth adults ability interact clients courteous positive manner secured loyalty patronage business venture put thru college made substantial income ready retire teaching marketed sold clientele local dance school truly substantial profit education bachelor arts athletic training sports medicine san diego state university city state usa athletic training sports medicine san diego state san diego ca san diego completed year internship working university athletes graduated outstanding grades field sports medicine athletic training general education grossmont college city state usa fire science emergency medical technician emt miramar community college city state usa living rural community residents dependent volunteer fire department medical fire emergencies paid departments could arrive watching grandmother pass away one family capable providing cpr realized needed step joined local volunteer fire department completed emt training miramar college week national fire one womento pass truly physically challenging endeavor ever completed certainly one incredibly proud served volunteer firefighter emt san diego rural fire department years accomplishments manage successful sales team consultants consistently achieve monthly corporate incentives consistently pampered chef elite sales recruiting organization growth earned pampered chef premiere level incentive trip consecutive years earned strictly thru personal sales personal recruiting team production achievers represent top company recently achieved million career personal sales lead team course years sold nearly million pampered chef product presented pampered chef hospitality award graciously welcoming local consultants whose immediate upline live state join teams training events auditioned selected tour united states national dance academy performing teaching dance thousands dancers cities nationwide auditioned selected executed fundraising activities solicited local organizations raise required travel housing expenses launched dance tumbling school operated successful business years chose sell clientele local dance studio completed graduated national fire academy san diego ca awarded high school valiant v selected school staff award recognizes participation service high school community skills enthusiastic people person strong public speaking skills motivational inspirational goal setting goal achieving great organizational skills creative training techniques group instruction learning strategies writing team building problem solving group one one coaching curriculum development encouraging group participation implementing team incentives self driven creating performance motivation high level professionalism
25924968,CHEF,executive chef executive profile seeking opportunity showcase talent education abilities chef vast experience demanding work ethic effectively utilized strong diverse experience hospitality industry including l multi unit experience restaurant catering hotel expierience onsite offsite catering french italian asian american spanish cuisines menu specials development kitchen management event coordinating dining room design flow pos system knowledge marketing advertising customer relations costing inventory control ordering safety sanitation employee manuals training scheduling troubleshooting problem solving serve safe certified skill highlights skilled experienced managing food production high volume restaurants luxury hotel large event catering people coordinating activities kitchen employees computer literate word excel powerpoint photoshop internet skills professional experience executive chef february current company name city state small restaurant wine bar seat lunch dinner dinner menu specializes small plates changed menu month based season availability products also provide specials night culinary completions sweet savory categories local food wine festival vc star news articles reviews numerous blogs magazine write ups also featured eye la coming ventura county restaurant great food executive chef june february company name city state developed small bar menu purchased food products set kitchen equipment flow hired trained boh staff operate large private events work owner labor food cost continuation blush restaurant lounge kitchen executive chef general manager july february company name city state seat restaurant large lounge area catering events people responsible food production staffing training hiring terminating organization purchasing kitchen reported weekly inventory tracked purchase sales labor weekly basis provided catering granada theater well marque events open brunch lunch dinner created weekly specials well new menus holiday menus took event coordinator general manager trained foh staff organized events daily duties successfully ran multiple parties ranging people people sous chef april february company name city state five star luxury hotel restaurants stonehouse plow angel travel leisure world best hotels number create seasonal menus daily soups specials instructed foh daily meetings menu changes specials trained managed boh daily position job execute expo position serving rooms two restaurants culinary arts instructor july september company name city state instructed st nd period classes local high school teaching basic knowledge safety entering hospitality job market executive chef september february company name city state managed operated two popular restaurants bars staffed trained organized two full service kitchens creating costing menu purchased stocked kitchen well bar needed daily guest interactions making sure best possible job executive sous chef march september company name city state working directly executive chef owner creating seasonal local farmers market oriented cuisine emphasis house made supervised multiple trips markets farms outsourced specialty food items created multiple daily specials executive chef march february company name city state created menu small wine oriented bistro trained hired staff execute new menu keep organized clean worked directly owner design flow specials greeting guest sous chef head preparation july january company name city state responsible managing food production catering small large events attendees overseeing team employees serving onsite chef creating preparing plating meals cleaning ordering products evaluated trained new employees line cook march july company name city state introduced weekly specials menu items seat french fine dining catering restaurant prepared plated hot line dishes salads desserts chefs assistant line cook may march company name city state developed employee manuals seat caf serving three meals daily opened kitchen delicatessen handled inventory control deli customer relations line cook december january company name city state waiter pastry july august company name city state education bachelor science degree culinary management art institute california city state culinary management skills abc photoshop basic computer literate ventura costing customer relations french general manager hiring internet skills inventory inventory control managing market meetings excel powerpoint word purchasing safety sales staffing teaching vc articles
